G1,G2,G3,A1,A2,A3,Target
0.007339478,-0.011306763,-0.004150391,-5.9570007,0.7178191999999999,8.147247,stand
0.005203247,-0.010238647,-0.005218506,-5.9284363,0.70591736,8.129395,stand
0.003067017,-0.010238647,0.001190186,-5.95105,0.735672,8.150818,stand
-0.000137329,-0.009170532,-0.000946045,-5.934387,0.7773285,8.086547999999999,stand
-0.000137329,-0.013442993,0.002258301,-5.9617615,0.7428130999999999,8.124634,stand
-0.00227356,-0.014511108,0.003326416,-5.945099,0.78208923,8.060364,stand
-0.005477905,-0.013442993,0.008666992,-5.9177246,0.8035126,8.107971000000001,stand
-0.005477905,-0.014511108,0.010803223,-5.9284363,0.84635925,8.080597000000001,stand
-0.007614136,-0.014511108,0.016143799,-6.0057983,0.81422424,8.124634,stand
-0.007614136,-0.014511108,0.02255249,-5.970093,0.7178191999999999,8.078217,stand
-0.015090942,-0.011306763,0.033233643,-5.9367676,0.7618560999999999,8.1805725,stand
-0.011886597,-0.013442993,0.027893066,-5.9474792,0.7332916,8.157959,stand
-0.018295288,-0.010238647,0.035369872999999996,-5.902252,0.7440033,8.0972595,stand
-0.020431519,-0.010238647,0.039642334,-5.9308167,0.70591736,8.107971000000001,stand
-0.02470398,-0.010238647,0.041778564,-5.9046326,0.66545105,8.0972595,stand
-0.027908325,-0.010238647,0.04711914,-5.8915405,0.66426086,8.072266,stand
-0.02897644,-0.008102417,0.048187256,-5.9165344,0.6928253000000001,8.106781,stand
-0.03111267,-0.008102417,0.050323485999999994,-5.983185,0.68925476,8.16629,stand
-0.0332489,-0.007034302,0.052459717,-5.907013,0.6595001,8.134155,stand
-0.0332489,-0.004898071,0.052459717,-5.893921,0.6844939999999999,8.197235000000001,stand
-0.034317017,-0.001693726,0.057800292999999996,-5.893921,0.6702118,8.171051,stand
-0.034317017,0.000442505,0.05886841,-5.908203,0.6868744000000001,8.129395,stand
-0.0332489,0.00151062,0.062072754,-5.88678,0.6452179,8.130585,stand
-0.03538513,0.003646851,0.066345215,-5.8451233,0.6440276999999999,8.172241,stand
-0.0332489,0.003646851,0.06954956,-5.8903503,0.65830994,8.179382,stand
-0.0332489,0.004714966,0.068481445,-5.8736877,0.6797333000000001,8.134155,stand
-0.034317017,0.003646851,0.07168579,-5.88797,0.6130829000000001,8.160339,stand
-0.03538513,0.005783081,0.070617676,-5.9284363,0.63093567,8.1163025,stand
-0.036453247,0.003646851,0.06954956,-5.902252,0.5619049,8.123444000000001,stand
-0.038589478,0.004714966,0.070617676,-5.893921,0.57618713,8.16748,stand
-0.040725708,0.003646851,0.068481445,-5.8915405,0.5642853,8.113922,stand
-0.040725708,0.00151062,0.068481445,-5.9224854,0.57618713,8.157959,stand
-0.039657593,0.000442505,0.06954956,-5.9677124,0.5892791999999999,8.134155,stand
-0.040725708,-0.001693726,0.068481445,-5.88797,0.5630951,8.204376,stand
-0.039657593,-0.002761841,0.068481445,-5.88678,0.63093567,8.191284,stand
-0.040725708,-0.005966187,0.06954956,-5.9570007,0.5964203,8.154388,stand
-0.039657593,-0.010238647,0.070617676,-5.912964,0.62260437,8.193665,stand
-0.040725708,-0.010238647,0.072753906,-5.8915405,0.6190338000000001,8.232941,stand
-0.038589478,-0.014511108,0.07382202,-5.915344,0.6630706999999999,8.188903999999999,stand
-0.039657593,-0.014511108,0.07382202,-5.940338,0.5952301,8.213898,stand
-0.041793823,-0.01878357,0.07595825,-5.940338,0.64997864,8.138916,stand
-0.040725708,-0.016647339,0.072753906,-5.9355774,0.65830994,8.113922,stand
-0.043930054,-0.0209198,0.08023071,-5.9046326,0.6464081,8.16629,stand
-0.04499817,-0.021987915,0.08129883,-5.918915,0.6773529,8.163910000000001,stand
-0.046066284,-0.021987915,0.08343506,-5.9034424,0.67497253,8.152008,stand
-0.04499817,-0.0209198,0.08236694,-5.8903503,0.716629,8.140106,stand
-0.04499817,-0.019851685,0.084503174,-5.8736877,0.6844939999999999,8.130585,stand
-0.04499817,-0.01878357,0.08770752,-5.848694,0.68330383,8.142487,stand
-0.043930054,-0.01878357,0.088775635,-5.8927307,0.671402,8.203186,stand
-0.04499817,-0.017715454,0.08770752,-5.912964,0.70710754,8.130585,stand
-0.0471344,-0.016647339,0.090911865,-5.88916,0.69044495,8.147247,stand
-0.0471344,-0.016647339,0.08984375,-5.9224854,0.63926697,8.10083,stand
-0.0471344,-0.014511108,0.093048096,-5.88678,0.7130585,8.137725999999999,stand
-0.046066284,-0.012374878,0.093048096,-5.918915,0.6773529,8.141296,stand
-0.0471344,-0.010238647,0.09411621,-5.8903503,0.6547394,8.221039,stand
-0.04499817,-0.008102417,0.09625244,-5.8534546,0.67378235,8.209137,stand
-0.046066284,-0.005966187,0.09625244,-5.8022766,0.6595001,8.155579,stand
-0.046066284,-0.005966187,0.09732056,-5.7641907,0.6178435999999999,8.171051,stand
-0.046066284,-0.012374878,0.09838867,-5.771332,0.6428375,8.196045,stand
-0.0471344,-0.012374878,0.09625244,-5.8213196,0.6547394,8.174622,stand
-0.046066284,-0.014511108,0.095184326,-5.7820435,0.63093567,8.140106,stand
-0.0471344,-0.013442993,0.095184326,-5.8320313,0.6356963999999999,8.192474,stand
-0.048202515,-0.011306763,0.08984375,-5.836792,0.6035614,8.125824,stand
-0.050338745,-0.009170532,0.090911865,-5.920105,0.6618805,8.150818,stand
-0.04927063,-0.008102417,0.08770752,-5.8534546,0.620224,8.190094,stand
-0.050338745,-0.007034302,0.086639404,-5.8082275,0.64997864,8.181763,stand
-0.050338745,-0.004898071,0.08770752,-5.8237,0.6773529,8.1805725,stand
-0.04927063,-0.005966187,0.09197998,-5.7998962,0.65830994,8.204376,stand
-0.04927063,-0.004898071,0.09411621,-5.8344116,0.7118683000000001,8.173430999999999,stand
-0.04927063,-0.005966187,0.09625244,-5.8522644,0.68211365,8.191284,stand
-0.04927063,-0.008102417,0.09945679,-5.8141785,0.7082977,8.188903999999999,stand
-0.050338745,-0.010238647,0.10159302,-5.836792,0.7094879,8.201996000000001,stand
-0.04927063,-0.009170532,0.10052489999999999,-5.842743,0.7130585,8.203186,stand
-0.05140686,-0.010238647,0.10052489999999999,-5.837982,0.73091125,8.152008,stand
-0.052474976,-0.008102417,0.09838867,-5.830841,0.7201996,8.209137,stand
-0.052474976,-0.007034302,0.09945679,-5.8534546,0.735672,8.171051,stand
-0.05140686,-0.007034302,0.095184326,-5.882019,0.68092346,8.121063000000001,stand
-0.05140686,-0.005966187,0.09945679,-5.9093933,0.6928253000000001,8.192474,stand
-0.04927063,-0.005966187,0.09838867,-5.9248657,0.6606903000000001,8.209137,stand
-0.050338745,-0.005966187,0.09625244,-5.8582153,0.6702118,8.177002,stand
-0.0471344,-0.002761841,0.093048096,-5.8724976,0.6880646,8.160339,stand
-0.0471344,-0.005966187,0.09625244,-5.861786,0.64045715,8.294830000000001,stand
-0.0471344,-0.010238647,0.095184326,-5.848694,0.6618805,8.157959,stand
-0.046066284,-0.012374878,0.09197998,-5.8403625,0.6511688,8.241272,stand
-0.046066284,-0.014511108,0.086639404,-5.8594055,0.6595001,8.216277999999999,stand
-0.04499817,-0.016647339,0.08770752,-5.8022766,0.63331604,8.241272,stand
-0.046066284,-0.0209198,0.086639404,-5.8129883,0.6761626999999999,8.16629,stand
-0.046066284,-0.02519226,0.08343506,-5.818939,0.68330383,8.253174000000001,stand
-0.0471344,-0.02519226,0.08343506,-5.8415527,0.7178191999999999,8.197235000000001,stand
-0.046066284,-0.027328491,0.07809448,-5.8201294,0.68925476,8.29245,stand
-0.046066284,-0.027328491,0.07489014,-5.7249146,0.6856842,8.234131,stand
-0.043930054,-0.027328491,0.07595825,-5.7939453,0.7428130999999999,8.260315,stand
-0.041793823,-0.02519226,0.07702637,-5.7879944,0.6880646,8.226989999999999,stand
-0.040725708,-0.024124146,0.07702637,-5.786804,0.69163513,8.250793,stand
-0.037521362,-0.02305603,0.07809448,-5.7630005,0.7178191999999999,8.300781,stand
-0.036453247,-0.0209198,0.07382202,-5.7689514,0.69758606,8.193665,stand
-0.0332489,-0.017715454,0.07809448,-5.829651,0.6690216,8.284119,stand
-0.032180786,-0.014511108,0.07595825,-5.8010864,0.68092346,8.22818,stand
-0.030044556,-0.014511108,0.07382202,-5.722534,0.65830994,8.22937,stand
-0.030044556,-0.013442993,0.07382202,-5.7618103,0.69163513,8.29007,stand
-0.027908325,-0.012374878,0.07595825,-5.82251,0.7523346,8.219849,stand
-0.027908325,-0.012374878,0.06954956,-5.7832336,0.7082977,8.304352,stand
-0.02470398,-0.012374878,0.06954956,-5.765381,0.7047272,8.185333,stand
-0.02470398,-0.012374878,0.0652771,-5.734436,0.73924255,8.237701,stand
-0.02470398,-0.012374878,0.0652771,-5.733246,0.6678314000000001,8.129395,stand
-0.023635864,-0.012374878,0.062072754,-5.771332,0.7535248000000001,8.241272,stand
-0.023635864,-0.014511108,0.057800292999999996,-5.7939453,0.7416229,8.243652,stand
-0.02470398,-0.014511108,0.06100464,-5.811798,0.7130585,8.152008,stand
-0.022567749,-0.015579224,0.055664063,-5.7951355,0.7523346,8.173430999999999,stand
-0.023635864,-0.015579224,0.057800292999999996,-5.8141785,0.7606659,8.155579,stand
-0.021499634,-0.012374878,0.056732178,-5.7820435,0.7606659,8.210327000000001,stand
-0.022567749,-0.012374878,0.055664063,-5.7772827,0.74757385,8.222228999999999,stand
-0.020431519,-0.011306763,0.054595947,-5.7951355,0.72377014,8.191284,stand
-0.018295288,-0.012374878,0.052459717,-5.848694,0.7368621999999999,8.149628,stand
-0.016159058,-0.010238647,0.051391599999999996,-5.7998962,0.7261505,8.144867,stand
-0.016159058,-0.008102417,0.051391599999999996,-5.8237,0.73924255,8.205566000000001,stand
-0.014022827,-0.005966187,0.050323485999999994,-5.8403625,0.74757385,8.23056,stand
-0.014022827,-0.005966187,0.051391599999999996,-5.8594055,0.74757385,8.207947,stand
-0.011886597,-0.002761841,0.048187256,-5.805847,0.7130585,8.22937,stand
-0.010818481,-0.004898071,0.04925537,-5.8605957,0.75590515,8.215088,stand
-0.012954712,-0.003829956,0.043914795,-5.8213196,0.7451935000000001,8.206757000000001,stand
-0.011886597,-0.003829956,0.043914795,-5.7939453,0.7594757,8.226989999999999,stand
-0.010818481,-0.005966187,0.04498291,-5.772522,0.74638367,8.232941,stand
-0.010818481,-0.004898071,0.043914795,-5.7879944,0.8177948,8.240082000000001,stand
-0.011886597,-0.004898071,0.043914795,-5.7749023,0.7594757,8.196045,stand
-0.010818481,-0.009170532,0.039642334,-5.746338,0.7701874,8.1651,stand
-0.010818481,-0.009170532,0.04284668,-5.7951355,0.8035126,8.240082000000001,stand
-0.009750366,-0.009170532,0.03643799,-5.746338,0.80589294,8.284119,stand
-0.009750366,-0.009170532,0.03857422,-5.771332,0.8154144,8.204376,stand
-0.008682251,-0.011306763,0.03643799,-5.786804,0.7689971999999999,8.2258,stand
-0.007614136,-0.009170532,0.03643799,-5.7558594,0.7416229,8.242462,stand
-0.005477905,-0.010238647,0.03857422,-5.7308655,0.703537,8.269836,stand
-0.00440979,-0.011306763,0.035369872999999996,-5.7487183,0.78089905,8.224609,stand
-0.00227356,-0.009170532,0.03643799,-5.765381,0.72257996,8.263885499999999,stand
0.001998901,-0.008102417,0.031097412,-5.7618103,0.7523346,8.223419,stand
0.003067017,-0.010238647,0.02255249,-5.7630005,0.74043274,8.315063,stand
0.000930786,-0.007034302,0.021484375,-5.7487183,0.75471497,8.232941,stand
0.003067017,-0.009170532,0.019348145,-5.7296753,0.72257996,8.209137,stand
0.003067017,-0.005966187,0.019348145,-5.7106323,0.73805237,8.271027,stand
0.004135132,-0.007034302,0.017211914,-5.7558594,0.7416229,8.181763,stand
0.006271362,-0.004898071,0.008666992,-5.7499084,0.7749481,8.310303,stand
0.008407593,-0.003829956,0.008666992,-5.7760925,0.7785187,8.288879,stand
0.011611939,-0.002761841,0.008666992,-5.7046814,0.78685,8.306732,stand
0.013748169,-0.001693726,0.004394531,-5.69635,0.7451935000000001,8.2258,stand
0.014816283999999999,-0.004898071,0.004394531,-5.753479,0.75471497,8.263885499999999,stand
0.016952515,-0.004898071,0.001190186,-5.733246,0.77256775,8.285309,stand
0.021224976,-0.005966187,-0.004150391,-5.714203,0.7023468,8.250793,stand
0.021224976,-0.008102417,-0.004150391,-5.735626,0.7582855,8.255554,stand
0.024429321,-0.005966187,-0.005218506,-5.767761,0.7689971999999999,8.272217,stand
0.025497437,-0.008102417,-0.009490967,-5.7118225,0.78685,8.318634,stand
0.027633667,-0.007034302,-0.012695313,-5.7689514,0.78089905,8.268646,stand
0.028701782000000002,-0.007034302,-0.015899658,-5.754669,0.7451935000000001,8.273407,stand
0.029769897000000003,-0.007034302,-0.014831543,-5.7582397,0.79637146,8.324585,stand
0.030838012999999997,-0.008102417,-0.019104004,-5.7618103,0.8094635,8.315063,stand
0.031906128,-0.010238647,-0.019104004,-5.7618103,0.77970886,8.272217,stand
0.03404236,-0.008102417,-0.021240234,-5.7689514,0.80589294,8.262694999999999,stand
0.032974243,-0.009170532,-0.023376465,-5.7618103,0.8356476,8.223419,stand
0.035110473999999996,-0.007034302,-0.025512695,-5.735626,0.8570709000000001,8.1651,stand
0.03404236,-0.005966187,-0.02658081,-5.765381,0.8189850000000001,8.259125,stand
0.03617859,-0.005966187,-0.02658081,-5.766571,0.8404083000000001,8.304352,stand
0.03617859,-0.004898071,-0.027648926,-5.7368164,0.8237457,8.254364,stand
0.03617859,-0.003829956,-0.027648926,-5.773712,0.87016296,8.22937,stand
0.03831482,-0.003829956,-0.02658081,-5.7296753,0.8427886999999998,8.193665,stand
0.037246704,-0.004898071,-0.025512695,-5.7261047,0.85469055,8.240082000000001,stand
0.03831482,-0.002761841,-0.02658081,-5.746338,0.8427886999999998,8.2127075,stand
0.039382935,-0.001693726,-0.028717041,-5.7261047,0.8761139000000001,8.226989999999999,stand
0.039382935,-0.00062561,-0.02230835,-5.714203,0.8594513,8.177002,stand
0.039382935,0.00151062,-0.030853271,-5.715393,0.90467834,8.23056,stand
0.04045105,0.002578735,-0.02658081,-5.7641907,0.86302185,8.244843,stand
0.039382935,0.003646851,-0.029785156,-5.767761,0.8773040999999999,8.182953,stand
0.039382935,0.003646851,-0.029785156,-5.6975403,0.83683777,8.210327000000001,stand
0.04045105,0.004714966,-0.030853271,-5.7118225,0.8737334999999999,8.16629,stand
0.039382935,0.006851196,-0.031921387,-5.721344,0.8273163,8.216277999999999,stand
0.04045105,0.008987427,-0.030853271,-5.766571,0.83683777,8.256744,stand
0.039382935,0.007919312,-0.029785156,-5.7951355,0.8439789000000001,8.216277999999999,stand
0.04045105,0.010055541999999999,-0.032989502,-5.7368164,0.8654021999999999,8.218658,stand
0.039382935,0.011123657,-0.031921387,-5.817749,0.87135315,8.2127075,stand
0.039382935,0.013259888000000001,-0.032989502,-5.767761,0.88087463,8.235321,stand
0.039382935,0.012191772,-0.029785156,-5.8141785,0.78923035,8.247223,stand
0.03831482,0.014328003,-0.029785156,-5.778473,0.80589294,8.216277999999999,stand
0.037246704,0.014328003,-0.030853271,-5.771332,0.85588074,8.23056,stand
0.03617859,0.014328003,-0.032989502,-5.771332,0.8320770000000001,8.205566000000001,stand
0.037246704,0.013259888000000001,-0.034057617,-5.766571,0.83088684,8.286499000000001,stand
0.03617859,0.016464233,-0.035125732,-5.766571,0.86421204,8.249603,stand
0.037246704,0.015396118,-0.038330078,-5.740387,0.83088684,8.268646,stand
0.039382935,0.014328003,-0.038330078,-5.69516,0.8665924,8.184142999999999,stand
0.041519165,0.011123657,-0.038330078,-5.803467,0.87254333,8.223419,stand
0.039382935,0.013259888000000001,-0.037261963,-5.767761,0.8903960999999999,8.288879,stand
0.04258728,0.012191772,-0.04046631,-5.778473,0.8856354,8.303162,stand
0.043655396,0.010055541999999999,-0.038330078,-5.7772827,0.8523101999999999,8.259125,stand
0.04472351,0.008987427,-0.039398193,-5.786804,0.8987274,8.29364,stand
0.04472351,0.004714966,-0.039398193,-5.7939453,0.8404083000000001,8.316253999999999,stand
0.04685974,0.002578735,-0.04046631,-5.766571,0.85350037,8.257935,stand
0.04472351,0.002578735,-0.041534424,-5.7618103,0.8237457,8.226989999999999,stand
0.04258728,0.000442505,-0.041534424,-5.8260803,0.87968445,8.268646,stand
0.041519165,-0.004898071,-0.04260254,-5.785614,0.85350037,8.2317505,stand
0.04045105,-0.008102417,-0.043670654,-5.7939453,0.8915863000000002,8.321014,stand
0.03831482,-0.009170532,-0.04260254,-5.8344116,0.8511200000000001,8.286499000000001,stand
0.03617859,-0.010238647,-0.04473877,-5.797516,0.82969666,8.237701,stand
0.037246704,-0.010238647,-0.04473877,-5.8070374,0.8261261000000001,8.248413000000001,stand
0.03617859,-0.011306763,-0.04260254,-5.817749,0.8665924,8.249603,stand
0.03617859,-0.013442993,-0.041534424,-5.8213196,0.8761139000000001,8.218658,stand
0.035110473999999996,-0.012374878,-0.041534424,-5.773712,0.86421204,8.253174000000001,stand
0.035110473999999996,-0.010238647,-0.038330078,-5.772522,0.8820648000000001,8.186523,stand
0.035110473999999996,-0.010238647,-0.039398193,-5.797516,0.9082488999999999,8.248413000000001,stand
0.03404236,-0.008102417,-0.037261963,-5.740387,0.8773040999999999,8.213898,stand
0.031906128,-0.008102417,-0.031921387,-5.8237,0.85469055,8.2317505,stand
0.03404236,-0.008102417,-0.034057617,-5.8153687,0.9082488999999999,8.259125,stand
0.031906128,-0.007034302,-0.029785156,-5.8272705,0.8915863000000002,8.275787,stand
0.028701782000000002,-0.004898071,-0.028717041,-5.835602,0.93800354,8.216277999999999,stand
0.027633667,-0.004898071,-0.027648926,-5.8320313,0.9141998,8.147247,stand
0.025497437,-0.007034302,-0.025512695,-5.803467,0.92134094,8.149628,stand
0.024429321,-0.005966187,-0.021240234,-5.8332214,0.93562317,8.215088,stand
0.024429321,-0.005966187,-0.02017212,-5.7939453,0.94395447,8.192474,stand
0.021224976,-0.009170532,-0.02017212,-5.8582153,0.9403838999999999,8.206757000000001,stand
0.02015686,-0.012374878,-0.016967773,-5.829651,0.96061707,8.315063,stand
0.0158844,-0.013442993,-0.012695313,-5.7558594,0.84754944,8.2317505,stand
0.01802063,-0.012374878,-0.016967773,-5.765381,0.90586853,8.284119,stand
0.014816283999999999,-0.017715454,-0.016967773,-5.753479,0.90467834,8.285309,stand
0.0158844,-0.01878357,-0.013763428,-5.7320557,0.9177704,8.265075999999999,stand
0.0158844,-0.02305603,-0.014831543,-5.773712,0.8665924,8.261505,stand
0.014816283999999999,-0.02305603,-0.013763428,-5.735626,0.8927765,8.222228999999999,stand
0.013748169,-0.026260376,-0.012695313,-5.75943,0.8499298000000001,8.334106,stand
0.010543823,-0.026260376,-0.011627197,-5.7165833,0.87254333,8.209137,stand
0.006271362,-0.032669067,-0.010559082,-5.7701416,0.9070587,8.203186,stand
0.009475708,-0.027328491,-0.011627197,-5.805847,0.88920593,8.249603,stand
0.006271362,-0.032669067,-0.010559082,-5.842743,0.8487396,8.237701,stand
0.003067017,-0.033737183,-0.008422852,-5.8284607,0.81422424,8.240082000000001,stand
0.003067017,-0.034805298,-0.009490967,-5.855835,0.85469055,8.219849,stand
0.001998901,-0.033737183,-0.008422852,-5.818939,0.87968445,8.1996155,stand
0.001998901,-0.033737183,-0.010559082,-5.8141785,0.8856354,8.285309,stand
0.001998901,-0.030532837,-0.005218506,-5.7879944,0.9808502,8.113922,stand
-0.000137329,-0.030532837,-0.007354736,-5.765381,0.8927765,8.150818,stand
0.000930786,-0.029464722,-0.004150391,-5.7487183,0.9225310999999999,8.141296,stand
-0.000137329,-0.028396606,-0.00201416,-5.791565,0.89515686,8.207947,stand
-0.00227356,-0.028396606,-0.00201416,-5.779663,0.966568,8.23056,stand
-0.00440979,-0.02519226,-0.000946045,-5.804657,0.88682556,8.138916,stand
-0.00440979,-0.029464722,-0.000946045,-5.8153687,0.84516907,8.185333,stand
-0.005477905,-0.021987915,0.00012207,-5.8010864,0.8737334999999999,8.236511,stand
-0.006546021,-0.0209198,-0.00201416,-5.7439575,0.84516907,8.215088,stand
-0.007614136,-0.017715454,0.001190186,-5.779663,0.8511200000000001,8.257935,stand
-0.009750366,-0.015579224,0.003326416,-5.7820435,0.77375793,8.146057,stand
-0.011886597,-0.016647339,0.004394531,-5.747528,0.88801575,8.16748,stand
-0.011886597,-0.015579224,0.007598877,-5.708252,0.8487396,8.267456,stand
-0.010818481,-0.015579224,0.009735107,-5.689209,0.83921814,8.255554,stand
-0.010818481,-0.01878357,0.010803223,-5.682068,0.8654021999999999,8.237701,stand
-0.009750366,-0.0209198,0.015075683999999999,-5.677307,0.83921814,8.311492999999999,stand
-0.010818481,-0.017715454,0.014007568,-5.7701416,0.8511200000000001,8.307922,stand
-0.008682251,-0.01878357,0.014007568,-5.69516,0.82850647,8.216277999999999,stand
-0.011886597,-0.0209198,0.015075683999999999,-5.746338,0.8332671999999999,8.22937,stand
-0.011886597,-0.019851685,0.014007568,-5.7296753,0.8594513,8.156769,stand
-0.012954712,-0.01878357,0.010803223,-5.786804,0.85350037,8.223419,stand
-0.010818481,-0.017715454,0.011871338,-5.8332214,0.8487396,8.171051,stand
-0.012954712,-0.016647339,0.015075683999999999,-5.7939453,0.8665924,8.256744,stand
-0.011886597,-0.015579224,0.011871338,-5.811798,0.8166045999999999,8.137725999999999,stand
-0.011886597,-0.015579224,0.014007568,-5.8237,0.83921814,8.136536,stand
-0.010818481,-0.014511108,0.011871338,-5.803467,0.8665924,8.131775,stand
-0.012954712,-0.015579224,0.012939453,-5.7689514,0.8273163,8.22818,stand
-0.010818481,-0.013442993,0.012939453,-5.785614,0.82136536,8.226989999999999,stand
-0.009750366,-0.014511108,0.009735107,-5.7058716,0.73924255,8.291260000000001,stand
-0.010818481,-0.013442993,0.011871338,-5.7320557,0.78804016,8.172241,stand
-0.009750366,-0.013442993,0.012939453,-5.7963257,0.8094635,8.22937,stand
-0.010818481,-0.013442993,0.006530762,-5.75943,0.8189850000000001,8.192474,stand
-0.011886597,-0.014511108,0.008666992,-5.7380066,0.84754944,8.250793,stand
-0.010818481,-0.015579224,0.006530762,-5.7499084,0.7951813,8.22937,stand
-0.010818481,-0.014511108,0.006530762,-5.747528,0.80470276,8.187714,stand
-0.011886597,-0.012374878,0.003326416,-5.810608,0.8106536999999999,8.248413000000001,stand
-0.011886597,-0.012374878,0.002258301,-5.7879944,0.8201752,8.203186,stand
-0.011886597,-0.009170532,0.002258301,-5.7820435,0.85469055,8.221039,stand
-0.012954712,-0.009170532,0.004394531,-5.767761,0.83802795,8.23056,stand
-0.010818481,-0.009170532,0.002258301,-5.8391724,0.83802795,8.221039,stand
-0.014022827,-0.007034302,0.004394531,-5.7630005,0.8582610999999999,8.315063,stand
-0.014022827,-0.007034302,0.006530762,-5.7939453,0.8237457,8.243652,stand
-0.015090942,-0.007034302,0.008666992,-5.817749,0.87016296,8.271027,stand
-0.016159058,-0.007034302,0.007598877,-5.7261047,0.82969666,8.303162,stand
-0.015090942,-0.005966187,0.006530762,-5.784424,0.7832794,8.291260000000001,stand
-0.016159058,-0.009170532,0.007598877,-5.7439575,0.78804016,8.223419,stand
-0.015090942,-0.007034302,0.007598877,-5.7439575,0.8154144,8.287689,stand
-0.014022827,-0.009170532,0.007598877,-5.6927795,0.8415985,8.319824,stand
-0.014022827,-0.009170532,0.008666992,-5.727295,0.81303406,8.291260000000001,stand
-0.012954712,-0.011306763,0.010803223,-5.7165833,0.82136536,8.303162,stand
-0.012954712,-0.013442993,0.007598877,-5.720154,0.87254333,8.272217,stand
-0.012954712,-0.017715454,0.011871338,-5.6939697,0.83088684,8.306732,stand
-0.012954712,-0.01878357,0.011871338,-5.6868286,0.8082733,8.296020500000001,stand
-0.014022827,-0.019851685,0.010803223,-5.7130127,0.83921814,8.274597,stand
-0.012954712,-0.021987915,0.011871338,-5.6999207,0.8273163,8.246033,stand
-0.011886597,-0.024124146,0.005462647,-5.708252,0.78208923,8.217467999999998,stand
-0.011886597,-0.021987915,0.008666992,-5.6475525,0.81303406,8.282928,stand
-0.008682251,-0.024124146,0.005462647,-5.708252,0.78208923,8.217467999999998,stand
-0.008682251,-0.024124146,0.005462647,-5.739197,0.767807,8.263885499999999,stand
-0.011886597,-0.02305603,0.004394531,-5.7618103,0.78685,8.272217,stand
-0.009750366,-0.01878357,-0.003082275,-5.752289,0.71424866,8.237701,stand
-0.009750366,-0.01878357,-0.003082275,-5.752289,0.71424866,8.237701,stand
-0.007614136,-0.019851685,-0.003082275,-5.753479,0.703537,8.226989999999999,stand
