x,y,z,Target
0.021224976,-0.009170532,-0.02017212,stand
0.02015686,-0.012374878,-0.016967773,stand
0.0158844,-0.013442993,-0.012695313,stand
0.01802063,-0.012374878,-0.016967773,stand
0.014816283999999999,-0.017715454,-0.016967773,stand
0.0158844,-0.01878357,-0.013763428,stand
0.0158844,-0.02305603,-0.014831543,stand
0.014816283999999999,-0.02305603,-0.013763428,stand
0.013748169,-0.026260376,-0.012695313,stand
0.010543823,-0.026260376,-0.011627197,stand
0.006271362,-0.032669067,-0.010559082,stand
0.009475708,-0.027328491,-0.011627197,stand
0.006271362,-0.032669067,-0.010559082,stand
0.003067017,-0.033737183,-0.008422852,stand
0.003067017,-0.034805298,-0.009490967,stand
0.001998901,-0.033737183,-0.008422852,stand
0.001998901,-0.033737183,-0.010559082,stand
0.001998901,-0.030532837,-0.005218506,stand
-0.000137329,-0.030532837,-0.007354736,stand
0.000930786,-0.029464722,-0.004150391,stand
-0.000137329,-0.028396606,-0.00201416,stand
-0.00227356,-0.028396606,-0.00201416,stand
-0.00440979,-0.02519226,-0.000946045,stand
-0.00440979,-0.029464722,-0.000946045,stand
-0.005477905,-0.021987915,0.00012207,stand
-0.006546021,-0.0209198,-0.00201416,stand
-0.007614136,-0.017715454,0.001190186,stand
-0.009750366,-0.015579224,0.003326416,stand
-0.011886597,-0.016647339,0.004394531,stand
-0.011886597,-0.015579224,0.007598877,stand
-0.010818481,-0.015579224,0.009735107,stand
-0.010818481,-0.01878357,0.010803223,stand
-0.009750366,-0.0209198,0.015075683999999999,stand
-0.010818481,-0.017715454,0.014007568,stand
-0.008682251,-0.01878357,0.014007568,stand
-0.011886597,-0.0209198,0.015075683999999999,stand
-0.011886597,-0.019851685,0.014007568,stand
-0.012954712,-0.01878357,0.010803223,stand
-0.010818481,-0.017715454,0.011871338,stand
-0.012954712,-0.016647339,0.015075683999999999,stand
-0.011886597,-0.015579224,0.011871338,stand
-0.011886597,-0.015579224,0.014007568,stand
-0.010818481,-0.014511108,0.011871338,stand
-0.012954712,-0.015579224,0.012939453,stand
-0.010818481,-0.013442993,0.012939453,stand
-0.009750366,-0.014511108,0.009735107,stand
-0.010818481,-0.013442993,0.011871338,stand
-0.009750366,-0.013442993,0.012939453,stand
-0.010818481,-0.013442993,0.006530762,stand
-0.011886597,-0.014511108,0.008666992,stand
-0.010818481,-0.015579224,0.006530762,stand
-0.010818481,-0.014511108,0.006530762,stand
-0.011886597,-0.012374878,0.003326416,stand
-0.011886597,-0.012374878,0.002258301,stand
-0.011886597,-0.009170532,0.002258301,stand
-0.012954712,-0.009170532,0.004394531,stand
-0.010818481,-0.009170532,0.002258301,stand
-0.014022827,-0.007034302,0.004394531,stand
-0.014022827,-0.007034302,0.006530762,stand
-0.015090942,-0.007034302,0.008666992,stand
-0.016159058,-0.007034302,0.007598877,stand
-0.015090942,-0.005966187,0.006530762,stand
-0.016159058,-0.009170532,0.007598877,stand
-0.015090942,-0.007034302,0.007598877,stand
-0.014022827,-0.009170532,0.007598877,stand
-0.014022827,-0.009170532,0.008666992,stand
-0.012954712,-0.011306763,0.010803223,stand
-0.012954712,-0.013442993,0.007598877,stand
-0.012954712,-0.017715454,0.011871338,stand
-0.012954712,-0.01878357,0.011871338,stand
-0.014022827,-0.019851685,0.010803223,stand
-0.012954712,-0.021987915,0.011871338,stand
-0.011886597,-0.024124146,0.005462647,stand
-0.011886597,-0.021987915,0.008666992,stand
-0.008682251,-0.024124146,0.005462647,stand
-0.008682251,-0.024124146,0.005462647,stand
-0.011886597,-0.02305603,0.004394531,stand
-0.009750366,-0.01878357,-0.003082275,stand
-0.009750366,-0.01878357,-0.003082275,stand
-0.007614136,-0.019851685,-0.003082275,stand
-0.003341675,-0.011306763,-0.007354736,stand
-0.005477905,-0.015579224,-0.005218506,stand
-0.003341675,-0.011306763,-0.007354736,stand
-0.001205444,-0.009170532,-0.009490967,stand
0.000930786,-0.007034302,-0.010559082,stand
0.003067017,-0.004898071,-0.015899658,stand
0.004135132,-0.004898071,-0.018035889,stand
0.004135132,-0.004898071,-0.018035889,stand
0.003067017,-0.00062561,-0.021240234,stand
0.006271362,0.000442505,-0.02444458,stand
0.006271362,0.000442505,-0.02444458,stand
0.009475708,0.00151062,-0.02017212,stand
0.008407593,0.004714966,-0.023376465,stand
0.009475708,0.003646851,-0.023376465,stand
0.009475708,0.003646851,-0.023376465,stand
0.006271362,0.003646851,-0.023376465,stand
0.006271362,0.004714966,-0.02444458,stand
0.006271362,0.00151062,-0.02658081,stand
0.005203247,-0.001693726,-0.027648926,stand
0.006271362,-0.002761841,-0.034057617,stand
0.006271362,-0.002761841,-0.034057617,stand
0.005203247,-0.004898071,-0.035125732,stand
0.007339478,-0.003829956,-0.035125732,stand
0.006271362,-0.005966187,-0.035125732,stand
0.007339478,-0.004898071,-0.037261963,stand
0.007339478,-0.004898071,-0.037261963,stand
0.010543823,-0.002761841,-0.037261963,stand
0.010543823,-0.001693726,-0.041534424,stand
0.010543823,-0.001693726,-0.041534424,stand
0.009475708,0.00151062,-0.043670654,stand
0.010543823,0.002578735,-0.04046631,stand
0.010543823,0.003646851,-0.04046631,stand
0.011611939,0.003646851,-0.041534424,stand
0.010543823,0.004714966,-0.041534424,stand
0.012680054,0.003646851,-0.041534424,stand
0.013748169,0.002578735,-0.041534424,stand
0.014816283999999999,0.003646851,-0.045806885,stand
0.01802063,0.00151062,-0.046875,stand
0.019088745,-0.00062561,-0.047943115,stand
0.021224976,-0.001693726,-0.04901123,stand
0.023361206000000002,-0.001693726,-0.05328369,stand
0.025497437,-0.00062561,-0.05328369,stand
0.026565552000000003,0.000442505,-0.058624268,stand
0.028701782000000002,0.00151062,-0.058624268,stand
0.030838012999999997,-0.001693726,-0.059692383,stand
0.031906128,0.000442505,-0.061828613,stand
0.031906128,0.004714966,-0.06716919,stand
0.03404236,0.003646851,-0.066101074,stand
0.03617859,0.00151062,-0.06716919,stand
0.03617859,0.003646851,-0.06716919,stand
0.03617859,0.003646851,-0.06716919,stand
0.035110473999999996,0.002578735,-0.06716919,stand
0.035110473999999996,0.003646851,-0.066101074,stand
0.03404236,0.005783081,-0.06930542,stand
0.032974243,0.006851196,-0.068237305,stand
0.029769897000000003,0.004714966,-0.06289673,stand
0.028701782000000002,0.003646851,-0.063964844,stand
0.028701782000000002,0.004714966,-0.063964844,stand
0.027633667,0.004714966,-0.06289673,stand
0.028701782000000002,0.004714966,-0.059692383,stand
0.026565552000000003,0.005783081,-0.055419922,stand
0.025497437,0.004714966,-0.05328369,stand
0.02229309,0.004714966,-0.05328369,stand
0.02015686,0.004714966,-0.046875,stand
0.019088745,0.004714966,-0.04473877,stand
0.01802063,0.004714966,-0.043670654,stand
0.01802063,0.004714966,-0.041534424,stand
0.014816283999999999,0.003646851,-0.039398193,stand
0.014816283999999999,0.006851196,-0.037261963,stand
0.0158844,0.008987427,-0.034057617,stand
0.014816283999999999,0.007919312,-0.034057617,stand
0.012680054,0.008987427,-0.034057617,stand
0.012680054,0.010055541999999999,-0.031921387,stand
0.011611939,0.008987427,-0.031921387,stand
0.012680054,0.010055541999999999,-0.034057617,stand
0.012680054,0.011123657,-0.034057617,stand
0.013748169,0.010055541999999999,-0.036193848,stand
0.016952515,0.011123657,-0.035125732,stand
0.01802063,0.014328003,-0.037261963,stand
0.01802063,0.014328003,-0.038330078,stand
0.01802063,0.015396118,-0.039398193,stand
0.01802063,0.017532349,-0.04260254,stand
0.02015686,0.017532349,-0.04260254,stand
0.021224976,0.018600464,-0.04260254,stand
0.02229309,0.01966858,-0.04473877,stand
0.023361206000000002,0.01966858,-0.047943115,stand
0.025497437,0.018600464,-0.043670654,stand
0.025497437,0.01966858,-0.046875,stand
0.027633667,0.015396118,-0.04046631,stand
0.028701782000000002,0.014328003,-0.041534424,stand
0.027633667,0.016464233,-0.04473877,stand
0.027633667,0.012191772,-0.045806885,stand
0.026565552000000003,0.010055541999999999,-0.04260254,stand
0.025497437,0.006851196,-0.043670654,stand
0.024429321,0.003646851,-0.041534424,stand
0.021224976,0.00151062,-0.04046631,stand
0.02015686,-0.00062561,-0.04260254,stand
0.02015686,-0.00062561,-0.04473877,stand
0.02015686,-0.00062561,-0.04046631,stand
0.01802063,0.00151062,-0.038330078,stand
0.01802063,0.00151062,-0.038330078,stand
0.0158844,0.002578735,-0.034057617,stand
0.012680054,0.002578735,-0.031921387,stand
0.012680054,0.000442505,-0.02658081,stand
0.010543823,0.004714966,-0.02444458,stand
0.009475708,0.007919312,-0.023376465,stand
0.008407593,0.013259888000000001,-0.02017212,stand
0.008407593,0.016464233,-0.02017212,stand
0.008407593,0.020736694,-0.015899658,stand
0.008407593,0.02394104,-0.013763428,stand
0.009475708,0.022872925,-0.013763428,stand
0.008407593,0.027145386,-0.012695313,stand
0.008407593,0.02607727,-0.012695313,stand
0.007339478,0.02607727,-0.015899658,stand
0.008407593,0.028213501000000002,-0.012695313,stand
0.005203247,0.02607727,-0.014831543,stand
0.006271362,0.02607727,-0.014831543,stand
0.006271362,0.02394104,-0.011627197,stand
0.006271362,0.022872925,-0.011627197,stand
0.006271362,0.02180481,-0.007354736,stand
0.006271362,0.01966858,-0.006286621,stand
0.007339478,0.017532349,-0.003082275,stand
0.005203247,0.015396118,-0.005218506,stand
0.004135132,0.014328003,-0.000946045,stand
0.001998901,0.011123657,-0.004150391,stand
0.001998901,0.007919312,-0.00201416,stand
0.000930786,0.005783081,0.00012207,stand
0.000930786,0.006851196,-0.00201416,stand
0.001998901,0.005783081,0.00012207,stand
-0.000137329,0.004714966,-0.004150391,stand
0.000930786,0.003646851,-0.003082275,stand
0.001998901,0.005783081,-0.00201416,stand
0.001998901,0.004714966,0.002258301,stand
0.001998901,0.006851196,0.001190186,stand
0.000930786,0.006851196,0.002258301,stand
0.001998901,0.008987427,0.005462647,stand
0.000930786,0.008987427,0.003326416,stand
0.000930786,0.010055541999999999,0.002258301,stand
-0.000137329,0.008987427,0.001190186,stand
-0.00227356,0.011123657,0.004394531,stand
-0.00440979,0.012191772,0.002258301,stand
-0.003341675,0.010055541999999999,0.002258301,stand
-0.005477905,0.013259888000000001,0.003326416,stand
-0.006546021,0.013259888000000001,0.003326416,stand
-0.006546021,0.013259888000000001,0.003326416,stand
-0.005477905,0.012191772,0.003326416,stand
-0.00440979,0.014328003,0.004394531,stand
-0.00440979,0.013259888000000001,0.003326416,stand
-0.005477905,0.011123657,0.002258301,stand
-0.00440979,0.012191772,0.002258301,stand
-0.003341675,0.010055541999999999,0.003326416,stand
-0.00227356,0.008987427,0.001190186,stand
-0.001205444,0.006851196,0.003326416,stand
-0.001205444,0.007919312,-0.000946045,stand
-0.001205444,0.005783081,0.003326416,stand
-0.000137329,0.003646851,0.002258301,stand
0.000930786,0.004714966,0.001190186,stand
0.000930786,0.002578735,0.003326416,stand
-0.001205444,0.002578735,0.002258301,stand
0.000930786,0.003646851,-0.00201416,stand
-0.000137329,0.003646851,-0.000946045,stand
-0.001205444,0.004714966,0.00012207,stand
-0.000137329,0.00151062,-0.000946045,stand
-0.001205444,0.000442505,0.00012207,stand
-0.00227356,-0.00062561,0.001190186,stand
-0.003341675,-0.00062561,0.001190186,stand
-0.001205444,-0.001693726,0.003326416,stand
-0.00227356,0.000442505,0.003326416,stand
-0.001205444,0.000442505,0.002258301,stand
-0.00227356,-0.00062561,0.001190186,stand
-0.001205444,0.000442505,0.002258301,stand
-0.00227356,0.00151062,0.00012207,stand
-0.00227356,0.003646851,0.001190186,stand
-0.00227356,0.003646851,0.001190186,stand
-0.00227356,0.003646851,0.001190186,stand
-0.001205444,0.003646851,0.002258301,stand
-0.00227356,0.004714966,0.001190186,stand
-0.001205444,0.004714966,0.00012207,stand
0.000930786,0.004714966,0.001190186,stand
0.000930786,0.005783081,0.00012207,stand
0.000930786,0.008987427,0.003326416,stand
-0.000137329,0.007919312,0.004394531,stand
-0.00227356,0.005783081,0.003326416,stand
-0.00227356,0.005783081,0.005462647,stand
-0.00227356,0.005783081,0.005462647,stand
-0.001205444,0.005783081,0.003326416,stand
-0.00227356,0.004714966,0.00012207,stand
-0.001205444,0.003646851,0.001190186,stand
0.000930786,0.00151062,0.002258301,stand
0.000930786,0.003646851,0.001190186,stand
0.000930786,0.00151062,0.001190186,stand
0.003067017,0.002578735,0.00012207,stand
0.001998901,0.00151062,0.00012207,stand
0.001998901,0.003646851,-0.000946045,stand
0.001998901,0.003646851,-0.000946045,stand
0.000930786,0.003646851,-0.003082275,stand
0.001998901,0.005783081,-0.00201416,stand
0.001998901,0.00151062,-0.004150391,stand
0.001998901,0.005783081,-0.00201416,stand
0.003067017,0.004714966,-0.006286621,stand
0.003067017,0.006851196,-0.005218506,stand
0.004135132,0.008987427,-0.003082275,stand
0.006271362,0.008987427,-0.003082275,stand
0.006271362,0.012191772,-0.003082275,stand
0.005203247,0.013259888000000001,-0.005218506,stand
0.007339478,0.014328003,-0.003082275,stand
0.009475708,0.015396118,-0.003082275,stand
0.009475708,0.016464233,-0.004150391,stand
0.010543823,0.015396118,-0.003082275,stand
0.008407593,0.013259888000000001,0.00012207,stand
0.008407593,0.014328003,-0.000946045,stand
0.007339478,0.013259888000000001,-0.003082275,stand
0.007339478,0.011123657,-0.004150391,stand
0.006271362,0.007919312,-0.004150391,stand
0.006271362,0.006851196,-0.003082275,stand
0.005203247,0.003646851,-0.005218506,stand
0.004135132,0.000442505,-0.005218506,stand
0.005203247,-0.002761841,-0.004150391,stand
0.005203247,-0.003829956,-0.003082275,stand
0.005203247,-0.003829956,-0.00201416,stand
0.005203247,-0.001693726,-0.003082275,stand
0.005203247,-0.003829956,-0.005218506,stand
0.004135132,-0.001693726,-0.003082275,stand
0.005203247,-0.00062561,-0.003082275,stand
0.005203247,0.00151062,-0.000946045,stand
0.005203247,0.00151062,-0.000946045,stand
0.005203247,0.006851196,0.00012207,stand
0.006271362,0.006851196,-0.000946045,stand
0.006271362,0.006851196,0.001190186,stand
0.006271362,0.008987427,0.002258301,stand
0.006271362,0.007919312,0.00012207,stand
0.006271362,0.008987427,0.001190186,stand
0.005203247,0.008987427,0.00012207,stand
0.006271362,0.007919312,0.00012207,stand
0.008407593,0.006851196,0.00012207,stand
0.006271362,0.004714966,-0.004150391,stand
0.004135132,0.005783081,-0.000946045,stand
0.005203247,0.004714966,-0.00201416,stand
0.006271362,0.004714966,-0.000946045,stand
0.008407593,0.005783081,-0.003082275,stand
0.007339478,0.004714966,-0.00201416,stand
0.008407593,0.005783081,-0.003082275,stand
0.010543823,0.006851196,-0.00201416,stand
0.011611939,0.007919312,-0.000946045,stand
0.011611939,0.008987427,-0.003082275,stand
0.011611939,0.013259888000000001,-0.000946045,stand
0.009475708,0.012191772,-0.003082275,stand
0.009475708,0.013259888000000001,-0.00201416,stand
0.009475708,0.014328003,-0.007354736,stand
0.009475708,0.016464233,-0.004150391,stand
0.008407593,0.013259888000000001,-0.003082275,stand
0.008407593,0.014328003,-0.006286621,stand
0.007339478,0.014328003,-0.005218506,stand
0.006271362,0.013259888000000001,-0.006286621,stand
0.006271362,0.011123657,-0.006286621,stand
0.005203247,0.011123657,-0.003082275,stand
0.005203247,0.011123657,-0.007354736,stand
0.007339478,0.011123657,-0.004150391,stand
0.007339478,0.008987427,-0.003082275,stand
0.006271362,0.008987427,-0.004150391,stand
0.006271362,0.008987427,-0.003082275,stand
0.007339478,0.007919312,-0.000946045,stand
0.008407593,0.007919312,-0.000946045,stand
0.005203247,0.003646851,0.001190186,stand
0.005203247,0.003646851,-0.000946045,stand
0.004135132,0.004714966,0.001190186,stand
0.004135132,0.005783081,0.00012207,stand
0.004135132,0.004714966,0.003326416,stand
0.001998901,0.004714966,0.001190186,stand
0.003067017,0.005783081,0.001190186,stand
0.003067017,0.004714966,0.002258301,stand
0.003067017,0.004714966,0.001190186,stand
0.004135132,0.005783081,-0.000946045,stand
0.005203247,0.005783081,0.00012207,stand
0.005203247,0.005783081,0.002258301,stand
0.005203247,0.004714966,-0.003082275,stand
0.005203247,0.003646851,0.001190186,stand
0.006271362,0.004714966,0.00012207,stand
0.007339478,0.00151062,-0.003082275,stand
0.007339478,0.000442505,-0.003082275,stand
